,USD
2019-10-11,1196.1
2019-10-14,1189.3
2019-10-15,1183.7
2019-10-16,1184.1
2019-10-17,1187.0
2019-10-18,1186.6
2019-10-21,1180.5
2019-10-22,1175.4
2019-10-23,1171.4
2019-10-24,1173.7
2019-10-25,1171.0
2019-10-28,1174.2
2019-10-29,1169.6
2019-10-30,1166.5
2019-10-31,1168.4
2019-11-01,1161.7
2019-11-04,1167.6
2019-11-05,1160.4
2019-11-06,1160.1
2019-11-07,1157.5
2019-11-08,1160.6
2019-11-11,1156.1
2019-11-12,1161.3
2019-11-13,1163.5
2019-11-14,1167.6
2019-11-15,1170.4
2019-11-18,1166.3
2019-11-19,1164.5
2019-11-20,1168.6
2019-11-21,1170.1
2019-11-22,1176.5
2019-11-25,1177.8
2019-11-26,1176.2
2019-11-27,1174.4
2019-11-28,1176.0
2019-11-29,1179.3
2019-12-02,1180.3
2019-12-03,1180.4
2019-12-04,1186.2
2019-12-05,1193.7
2019-12-06,1190.2
2019-12-09,1189.7
2019-12-10,1189.3
2019-12-11,1192.0
2019-12-12,1193.3
2019-12-13,1188.6
2019-12-16,1171.7
2019-12-17,1172.9
2019-12-18,1166.7
2019-12-19,1165.3
2019-12-20,1164.5
2019-12-23,1162.6
2019-12-24,1161.7
2019-12-26,1163.7
2019-12-27,1161.2
2019-12-30,1160.9
2019-12-31,1157.8
2020-01-02,1157.8
2020-01-03,1156.9
2020-01-06,1162.7
2020-01-07,1169.6
2020-01-08,1165.3
2020-01-09,1174.1
2020-01-10,1160.0
2020-01-13,1161.1
2020-01-14,1155.7
2020-01-15,1153.1
2020-01-16,1158.8
